1,-0.192184903
2,-0.192184903
3,-0.192184903
4,-0.192184903
5,-0.192184903
6,-0.192184903
7,-0.192184903
8,-0.192184903
9,-0.192184903
10,-0.192184903
11,-0.192184903
12,-0.192184903
13,-0.192184903
14,-0.192184903
15,1.575163924
16,1.593681389
17,1.645850501
18,1.727136499
19,1.833451198
20,1.960820722
21,2.105066654
22,2.261510138
23,2.424720779
24,2.588346783
25,2.745075788
26,2.886780776
27,3.004893693
28,3.091013911
29,3.137699768
30,3.139322439
31,3.092809102
32,2.998096613
33,2.858172779
34,2.678686147
35,2.467217153
36,2.232379146
37,1.982932521
38,1.727054919
39,1.471842047
40,1.223047175
41,0.985021566
42,0.760797598
43,0.552255825
44,0.360328033
45,0.185202845
46,2.65E-02
47,-0.11649879
48,-0.244857539
49,-0.359743297
50,-0.462417145
51,-0.554162235
52,-0.636242315
53,-0.70987318
54,-0.776203997
55,-0.836306004
56,-0.891166621
57,-0.941687429
58,-0.988684826
59,-1.032892461
60,-1.07496475
61,-1.115480951
62,-1.154949409
63,-1.193811675
64,-1.232446285
65,-1.271172047
66,-1.310250735
67,-1.349889123
68,-1.390240346
69,-1.431404604
70,-1.473429249
71,-1.516308366
72,-1.559981961
73,-1.604334953
74,-1.649196185
75,-1.694337727
76,-1.739474804
77,-1.784266694
78,-1.828318984
79,-1.871187563
80,-1.912384704
81,-1.951387519
82,-1.987648943
83,-2.020611262
84,-2.049721975
85,-2.074451559
86,-2.094312437
87,-2.10887827
88,-2.117802452
89,-2.120834664
90,-2.117834299
91,-2.108779753
92,-2.093772807
93,-2.07303769
94,-2.0469148
95,-2.015849505
96,-1.98037678
97,-1.941102751
98,-1.898684363
99,-1.853808433
100,-1.807171291
101,-1.759460013
102,-1.711336027
103,-1.663421615
104,-1.616289552
105,-1.570455918
106,-1.526375891
107,-1.484442222
108,-1.444985988
109,-1.408279186
110,-1.374538709
111,-1.343931303
112,-1.316579108
113,-1.292565466
114,-1.271940734
115,-1.254727877
116,-1.240927696
117,-1.230523568
118,-1.223485622
119,-1.219774315
120,-1.219343366
121,-1.22214206
122,-1.228116918
123,-1.237212743
124,-1.249373063
125,-1.264539981
126,-1.282653446
127,-1.303649966
128,-1.327460767
129,-1.354009415
130,-1.383208931
